V	MHz
0.0	0.0001103817993
0.004884004884	0.0001092893435
0.00976800976801	9.418468057e-05
0.014652014652	0.0001066078973
0.019536019536	0.000113462998
0.02442002442	9.489288458e-05
0.029304029304	7.471543692e-05
0.034188034188	7.292545009e-05
0.039072039072	7.473815022e-05
0.043956043956	0.0001152210109
0.04884004884	0.0001156077903
0.0537240537241	9.734964034e-05
0.0586080586081	0.0001062912609
0.0634920634921	8.648137743e-05
0.0683760683761	0.0001150189506
0.0732600732601	0.0001072991167
0.0781440781441	8.642383873e-05
0.0830280830281	8.879477082e-05
0.0879120879121	0.0001088465028
0.0927960927961	0.0001347226547
0.0976800976801	0.0001101863017
0.102564102564	0.0001258027707
0.107448107448	0.0001121601679
0.112332112332	0.0001144847797
0.117216117216	0.0001042418867
0.1221001221	8.627753772e-05
0.126984126984	9.997366027e-05
0.131868131868	9.528306885e-05
0.136752136752	8.311267472e-05
0.141636141636	0.0001048269468
0.14652014652	0.0001583418024
0.151404151404	0.0001020427296
0.156288156288	0.0001023497978
0.161172161172	0.0001457883023
0.166056166056	0.0001162544671
0.17094017094	0.0001230597223
0.175824175824	9.1358247e-05
0.180708180708	0.0001180866266
0.185592185592	0.0001166424517
0.190476190476	8.125962419e-05
0.19536019536	0.0001121292237
0.200244200244	8.479917403e-05
0.205128205128	7.817275867e-05
0.210012210012	8.730312055e-05
0.214896214896	0.0001267687903
0.21978021978	0.0001562694726
0.224664224664	0.0001342106535
0.229548229548	0.0001493537463
0.234432234432	0.0001339142905
0.239316239316	0.0001649440578
0.2442002442	0.0001593978163
0.249084249084	0.0001491915472
0.253968253968	0.000139346576
0.258852258852	0.0001323158597
0.263736263736	0.0001601477664
0.26862026862	0.0001496989355
0.273504273504	0.0001194597393
0.278388278388	0.0001719609998
0.283272283272	0.0001543328352
0.288156288156	0.0001679550896
0.29304029304	0.0001855661202
0.297924297924	0.000181735851
0.302808302808	0.0001261464505
0.307692307692	0.0001466271734
0.312576312576	0.0002050016765
0.31746031746	0.000165686213
0.322344322344	0.000158607455
0.327228327228	0.0001699388786
0.332112332112	0.0001808582758
0.336996336996	0.0001602663447
0.34188034188	0.0001756718554
0.346764346764	0.000169047558
0.351648351648	0.0001887616888
0.356532356532	0.0001800988186
0.361416361416	0.0002332063568
0.3663003663	0.0001990838358
0.371184371184	0.0001952448126
0.376068376068	0.0001694851268
0.380952380952	0.0002165792408
0.385836385836	0.0002138927491
0.39072039072	0.0002214192086
0.395604395604	0.0002660492397
0.400488400488	0.0002309511492
0.405372405372	0.000213289609
0.410256410256	0.0002586080851
0.41514041514	0.0002476427307
0.420024420024	0.00027494966
0.424908424908	0.0002018685605
0.429792429792	0.0002727283673
0.434676434676	0.0002572419207
0.43956043956	0.000241302611
0.444444444444	0.00024777151
0.449328449328	0.0002537317348
0.454212454212	0.0002206234159
0.459096459096	0.0002707350247
0.46398046398	0.0002346600727
0.468864468864	0.0002616015832
0.473748473748	0.000277030646
0.478632478632	0.0002805808676
0.483516483516	0.000263781669
0.4884004884	0.0002632791937
0.493284493284	0.0002341273526
0.498168498168	0.0002840054947
0.503052503053	0.0002995854736
0.507936507937	0.0002983431216
0.512820512821	0.0003043529149
0.517704517705	0.0003148293596
0.522588522589	0.0003150987854
0.527472527473	0.0003253160628
0.532356532357	0.0003297744782
0.537240537241	0.000333307453
0.542124542125	0.0002952507074
0.547008547009	0.0003269260193
0.551892551893	0.0002922186415
0.556776556777	0.0002981286662
0.561660561661	0.0003007682008
0.566544566545	0.0003010027186
0.571428571429	0.0003675682536
0.576312576313	0.0003628736692
0.581196581197	0.0003157667052
0.586080586081	0.0003448230792
0.590964590965	0.0003854352012
0.595848595849	0.0003650365836
0.600732600733	0.0003813073161
0.605616605617	0.0003747458327
0.610500610501	0.0003732978188
0.615384615385	0.0004037797431
0.620268620269	0.0004488515037
