V	%
0	0.0
0.004	1.95055437786e-05
0.008	0.000359518660614
0.012	0.00180645884055
0.016	0.00578554451776
0.02	0.0142286899785
0.024	0.0297004035304
0.028	0.0548848764992
0.032	0.0929796621399
0.036	0.149188936625
0.04	0.225670673828
0.044	0.328859112902
0.048	0.462093100944
0.052	0.633424885433
0.056	0.845832054141
0.06	1.10484893299
0.064	1.40210395657
0.068	1.76051221072
0.072	2.17910812269
0.076	2.66631466438
0.08	3.22923861921
0.084	3.87090749442
0.088	4.59991925166
0.092	5.40583279296
0.096	6.32655061152
0.1	7.33965617842
0.104	8.42483805397
0.108	9.61249777655
0.112	10.9438400342
0.116	12.3401552077
0.12	13.8922027065
0.124	15.3984998372
0.128	16.9839814807
0.132	18.6966025482
0.136	20.5249222006
0.14	22.4218684947
0.144	24.4336381636
0.148	26.5509875897
0.152	28.592226852
0.156	31.1275040023
0.16	33.3420761966
0.164	35.7620907544
0.168	38.1887074356
0.172	41.0644859751
0.176	43.5254095706
0.18	46.5463626515
0.184	49.1207919689
0.188	52.1540644111
0.192	54.9154651564
0.196	57.5994333782
0.2	60.207291349
0.204	62.8529920276
0.208	65.8220264305
0.212	68.5917827702
0.216	70.909742033
0.22	73.4005840274
0.224	75.6807006697
0.228	77.789247439
0.232	79.5172748554
0.236	81.3944151283
0.24	83.4136666632
0.244	85.3101753958
0.248	86.2573262703
0.252	87.9457609074
0.256	89.2382391608
0.26	90.2157550609
0.264	90.6569931336
0.268	91.7422912419
0.272	92.3520227465
0.276	93.5015343139
0.28	93.8490819252
0.284	94.0149308121
0.288	94.1565726108
0.292	94.7469677319
0.296	95.35404859
0.3	95.2585948081
0.304	95.6905926626
0.308	95.7504226618
0.312	96.3038438353
0.316	96.7873257698
0.32	96.5326118011
0.324	100.0
