amplitude_cal,power,rabi_measured_no_ang,target power,rabi_des_no_cg,closest level,waist_size,cg_ang
0.1,0.00085357076,1224.0544028820998,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.10202702702702704,0.000885004934,1246.3895571981698,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.10405405405405406,0.000917763158,1269.2473505346252,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.10608108108108108,0.000949677429,1291.1271504654496,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.10810810810810811,0.000980213517,1311.7204797764462,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.11013513513513515,0.00101598341,1335.4396417398777,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.11216216216216217,0.00104682089,1355.5550086093056,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.11418918918918919,0.00107806013,1375.6325644860074,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.11621621621621622,0.00111551606,1399.3258894330409,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.11824324324324326,0.00115149538,1421.7133961011145,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.12027027027027028,0.00118203508,1440.4432024023106,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1222972972972973,0.00121614942,1461.0814406393222,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.12432432432432433,0.00125282828,1482.9507558956182,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.12635135135135137,0.00129036186,1505.0007438979312,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1283783783783784,0.00132012449,1522.258471382069,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1304054054054054,0.00135750265,1543.6587489007584,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.13243243243243244,0.00139037357,1562.23623748218,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.13445945945945947,0.00141928147,1578.393275523869,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.13648648648648648,0.00145588256,1598.6158974093303,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.13851351351351351,0.00149100705,1617.7849992155031,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.14054054054054055,0.00153188221,1639.8104208672376,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.14256756756756758,0.00156490842,1657.3926910039822,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.14459459459459462,0.00160018844,1675.9710787709146,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.14662162162162162,0.00163282652,1692.976689601102,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.14864864864864866,0.00166896137,1711.6071733300114,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1506756756756757,0.00170245406,1728.6961166886592,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1527027027027027,0.00174239662,1748.8576683005867,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.15472972972972973,0.00177456834,1764.9293291857284,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.15675675675675677,0.00180930423,1782.1192235912063,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1587837837837838,0.00184302987,1798.6519903052895,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.16081081081081083,0.00187916483,1816.1988381173796,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.16283783783783784,0.00191498862,1833.428822438564,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.16486486486486487,0.00194894755,1849.6136910114453,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1668918918918919,0.00198041997,1864.4880498116713,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.16891891891891891,0.00201896392,1882.5444292741333,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.17094594594594595,0.00205268967,1898.2027753679588,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.17297297297297298,0.00208524964,1913.1982859218838,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.17500000000000002,0.00211850926,1928.395631502223,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.17702702702702705,0.00215262361,1943.8600993857392,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.17905405405405406,0.00219101203,1961.116242816378,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.1810810810810811,0.00222077454,1974.3911268434765,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.18310810810810813,0.00225916295,1991.3827196345555,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
0.18513513513513513,0.00228589494,2003.1297858340356,0.0016867825082748456,1720.721162863643,0.1506756756756757,100,0.18257418583505536
