V	%
0.04884004884	0.0
0.0732600732601	0.000302061516793
0.0976800976801	0.00111638676367
0.1221001221	0.00269044070229
0.14652014652	0.00531765148247
0.17094017094	0.00963242330428
0.19536019536	0.0162048236389
0.21978021978	0.0254508112121
0.2442002442	0.0382122031939
0.26862026862	0.0554348217586
0.29304029304	0.0777560588987
0.31746031746	0.106952552219
0.34188034188	0.14381411682
0.3663003663	0.187712766328
0.39072039072	0.241353239369
0.41514041514	0.304868597036
0.43956043956	0.383123752559
0.46398046398	0.469983183737
0.4884004884	0.569470685426
0.512820512821	0.697045978493
0.537240537241	0.82306747648
0.561660561661	0.980848101335
0.586080586081	1.14281450818
0.610500610501	1.34063195894
0.634920634921	1.55567706799
0.659340659341	1.77988201571
0.683760683761	2.06165508374
0.708180708181	2.33250886326
0.732600732601	2.67900761237
0.757020757021	3.0348486676
0.781440781441	3.43770086987
0.805860805861	3.74695374259
0.830280830281	4.23958632531
0.854700854701	4.76916179781
0.879120879121	5.15527218556
0.903540903541	5.72276117451
0.927960927961	6.37056562579
0.952380952381	7.01709674523
0.976800976801	7.6078800672
1.00122100122	8.52772227966
1.02564102564	9.16475668412
1.05006105006	9.97864400767
1.07448107448	10.8671238871
1.0989010989	11.7056744826
1.12332112332	12.6633312053
1.14774114774	13.6739238404
1.17216117216	14.4432965821
1.19658119658	15.7149594822
1.221001221	16.949927329
1.24542124542	18.0952642102
1.26984126984	19.3663253804
1.29426129426	20.4503070396
1.31868131868	21.7827233597
1.3431013431	23.4423812424
1.36752136752	24.8854812769
1.39194139194	26.1589516036
1.41636141636	27.4540700581
1.44078144078	28.6469292319
1.4652014652	30.91896034
1.48962148962	32.211673896
1.51404151404	33.9711882538
1.53846153846	35.4714344328
1.56288156288	37.5828524704
1.5873015873	38.7702969421
1.61172161172	40.097905558
1.63614163614	42.436101613
1.66056166056	44.7063222636
1.68498168498	46.3774080329
1.7094017094	47.1961125145
1.73382173382	49.4188149859
1.75824175824	51.5591001048
1.78266178266	52.8891115265
1.80708180708	55.0432379462
1.8315018315	56.8081669339
1.85592185592	57.3513612953
1.88034188034	59.8483640767
1.90476190476	61.1627321835
1.92918192918	63.2554991954
1.9536019536	65.8006334325
1.97802197802	67.5354771573
2.00244200244	67.5017919077
2.02686202686	71.0743582653
2.05128205128	72.3117447945
2.0757020757	73.813186206
2.10012210012	74.7720337591
2.12454212454	76.4894570528
2.14896214896	78.7193718382
2.17338217338	80.3687949019
2.1978021978	80.9574956383
2.22222222222	82.3582212804
2.24664224664	85.4494525863
2.27106227106	85.7271843005
2.29548229548	87.3935529354
2.3199023199	88.063729676
2.34432234432	89.2591678877
2.36874236874	90.6055451618
2.39316239316	91.0281762686
2.41758241758	93.1171832271
2.442002442	93.4673520084
2.46642246642	94.3850664442
2.49084249084	94.8741101035
2.51526251526	94.2884678114
2.53968253968	96.0514437392
2.5641025641	97.7057308696
2.58852258852	98.514765168
2.61294261294	98.5872188336
2.63736263736	99.1245697476
2.66178266178	100.0
V	%
0.02442002442	0.0
0.04884004884	7.93510759766e-05
0.0732600732601	0.000487625546486
0.0976800976801	0.0012952155392
0.1221001221	0.00301913957336
0.14652014652	0.00597948781845
0.17094017094	0.010859268221
0.19536019536	0.0180712212311
0.21978021978	0.0283886738511
0.2442002442	0.0428391849635
0.26862026862	0.0619105669079
0.29304029304	0.0865556342531
0.31746031746	0.117080987784
0.34188034188	0.156868366831
0.3663003663	0.205689476905
0.39072039072	0.263789655515
0.41514041514	0.333933270009
0.43956043956	0.416538727002
0.46398046398	0.512087609219
0.4884004884	0.624624161633
0.512820512821	0.751156479768
0.537240537241	0.898251509128
0.561660561661	1.06541466979
0.586080586081	1.25504190636
0.610500610501	1.46445853153
0.634920634921	1.69872184132
0.659340659341	1.95913848795
0.683760683761	2.25183760975
0.708180708181	2.56550707938
0.732600732601	2.91616123939
0.757020757021	3.28918376236
0.781440781441	3.69792002949
0.805860805861	4.13792167616
0.830280830281	4.61935554624
0.854700854701	5.13370800722
0.879120879121	5.69025534704
0.903540903541	6.26510387679
0.927960927961	6.89244340574
0.952380952381	7.56490029277
0.976800976801	8.29175468147
1.00122100122	9.04745939939
1.02564102564	9.85997530847
1.05006105006	10.7204045756
1.07448107448	11.6236673322
1.0989010989	12.5489161714
1.12332112332	13.5610982634
1.14774114774	14.5837007778
1.17216117216	15.6716310793
1.19658119658	16.8983679183
1.221001221	18.0288743962
1.24542124542	19.2778504124
1.26984126984	20.5583340465
1.29426129426	21.8627630045
1.31868131868	23.2768397065
1.3431013431	24.7224240263
1.36752136752	26.1793551892
1.39194139194	27.662748711
1.41636141636	29.1814322829
1.44078144078	30.7442264896
1.4652014652	32.3612174641
1.48962148962	33.9882877677
1.51404151404	35.6922396042
1.53846153846	37.3722414297
1.56288156288	39.0661094012
1.5873015873	40.8028251808
1.61172161172	42.514348081
1.63614163614	44.2888730625
1.66056166056	46.0041670548
1.68498168498	47.7320598305
1.7094017094	49.6099353568
1.73382173382	51.2823815411
1.75824175824	53.0430449125
1.78266178266	54.763382047
1.80708180708	56.4484312482
1.8315018315	58.2015302089
1.85592185592	59.7844963793
1.88034188034	61.5880075588
1.90476190476	63.4356295243
1.92918192918	65.2593126675
1.9536019536	66.9342804229
1.97802197802	68.6936764316
2.00244200244	70.4392239847
2.02686202686	72.0713351624
2.05128205128	73.7034463401
2.0757020757	75.2183541326
2.10012210012	76.6689749418
2.12454212454	78.3981305442
2.14896214896	79.6294649374
2.17338217338	80.995657342
2.1978021978	82.2660506094
2.22222222222	83.4696616313
