V	%
0.012	0.0
0.016	0.0186667939965
0.02	0.017827635253
0.024	0.0534833652544
0.028	0.102352661835
0.032	0.177439498369
0.036	0.284196805776
0.04	0.426400232754
0.044	0.609712652678
0.048	0.858673360794
0.052	1.1787359215
0.056	1.59045447253
0.06	2.0430722868
0.064	2.5948969702
0.068	3.24383114805
0.072	4.00266902394
0.076	4.89699801892
0.08	5.89095348373
0.084	7.04326324941
0.088	8.37783472795
0.092	9.75645338354
0.096	11.3154469356
0.1	13.010351216
0.104	14.9391181547
0.108	16.9490519192
0.112	19.1651585552
0.116	21.4695647032
0.12	24.2102311979
0.124	26.8042903247
0.128	29.5952967149
0.132	32.3972055053
0.136	35.2255426881
0.14	38.1086183474
0.144	41.5317782641
0.148	44.8309879409
0.152	48.3529305828
0.156	51.9558624104
0.16	57.0030050648
0.164	60.6773856275
0.168	63.2604964906
0.172	66.7984667797
0.176	70.7196954181
0.18	74.5109949505
0.184	78.4582020892
0.188	82.2430019365
0.192	85.7939767636
0.196	89.5506380085
0.2	93.006340104
0.204	96.6828807687
0.208	100.0
