V	%
0.04884004884	0.0
0.0732600732601	0.000218143981873
0.0976800976801	0.000514492138018
0.1221001221	0.00132732552877
0.14652014652	0.00282573187464
0.17094017094	0.00515421377013
0.19536019536	0.00889496294531
0.21978021978	0.0142774444263
0.2442002442	0.0218882580735
0.26862026862	0.0320014043191
0.29304029304	0.0453792612431
0.31746031746	0.0625659269772
0.34188034188	0.0840589757197
0.3663003663	0.110423677027
0.39072039072	0.142950143609
0.41514041514	0.182204647407
0.43956043956	0.227752235387
0.46398046398	0.281737975068
0.4884004884	0.346517144865
0.512820512821	0.421688403673
0.537240537241	0.508595371787
0.561660561661	0.604771584156
0.586080586081	0.71459605276
0.610500610501	0.837542151141
0.634920634921	0.976655604824
0.659340659341	1.13580885556
0.683760683761	1.31041501178
0.708180708181	1.50528658479
0.732600732601	1.72290487729
0.757020757021	1.95789370659
0.781440781441	2.21683268737
0.805860805861	2.49885694024
0.830280830281	2.804041803
0.854700854701	3.13246229136
0.879120879121	3.48960727936
0.903540903541	3.87453816008
0.927960927961	4.28371925969
0.952380952381	4.73076281826
0.976800976801	5.21451741074
1.00122100122	5.71300153982
1.02564102564	6.25920987208
1.05006105006	6.83673618808
1.07448107448	7.45005481778
1.0989010989	8.08313410603
1.12332112332	8.76803727368
1.14774114774	9.47829491809
1.17216117216	10.2288184905
1.19658119658	11.0389949797
1.221001221	11.8860839419
1.24542124542	12.7853698269
1.26984126984	13.7715259522
1.29426129426	14.7576846719
1.31868131868	15.8198996204
1.3431013431	16.9410248877
1.36752136752	18.0841465695
1.39194139194	19.2500133024
1.41636141636	20.44160353
1.44078144078	21.7308780987
1.4652014652	23.1114971931
1.48962148962	24.5055378459
1.51404151404	26.0118038421
1.53846153846	27.4774329691
1.56288156288	28.9911583139
1.5873015873	30.5749723997
1.61172161172	32.1826511143
1.63614163614	33.8294774316
1.66056166056	35.5191798183
1.68498168498	37.3099251004
1.7094017094	39.22892094
1.73382173382	41.0420337568
1.75824175824	42.8577579673
1.78266178266	44.7454352417
1.80708180708	46.6733820671
1.8315018315	48.7225058478
1.85592185592	50.9035273345
1.88034188034	52.9317544185
1.90476190476	54.7204768568
1.92918192918	56.7786346412
1.9536019536	58.7656990168
1.97802197802	60.8762568852
2.00244200244	63.0953225442
2.02686202686	65.2769689011
2.05128205128	67.4249353365
2.0757020757	69.464389061
2.10012210012	71.4776402835
2.12454212454	73.5245767949
2.14896214896	75.6201588017
2.17338217338	77.5436018204
2.1978021978	79.2762062642
2.22222222222	81.0162881274
2.24664224664	82.7975277787
2.27106227106	84.7134875632
2.29548229548	86.4498255728
2.3199023199	87.984083159
2.34432234432	89.1778213833
2.36874236874	90.5811071628
2.39316239316	93.204334116
2.41758241758	95.0529389778
2.442002442	95.9211028387
2.46642246642	96.1605918292
2.49084249084	96.9464405611
2.51526251526	97.5264694889
2.53968253968	98.1663709998
2.5641025641	99.0719640033
2.58852258852	100.0
