amplitude_cal,power,rabi,target power,rabi_freq,closest level,waist_size
0.2277027027027027,0.000508591766,-431.2657801572088,6.565555639771556e-06,49,0.1,100
0.22972972972972974,0.000514522486,-433.7730005803645,6.565555639771556e-06,49,0.1,100
0.23175675675675678,0.000518594985,-435.486296245555,6.565555639771556e-06,49,0.1,100
0.2337837837837838,0.000522597868,-437.1637611729946,6.565555639771556e-06,49,0.1,100
0.23581081081081082,0.000530433143,-440.4287523199165,6.565555639771556e-06,49,0.1,100
0.23783783783783785,0.000534846331,-442.2571342475857,6.565555639771556e-06,49,0.1,100
0.23986486486486489,0.000536975509,-443.13655401299684,6.565555639771556e-06,49,0.1,100
0.2418918918918919,0.000549231714,-448.16520997723364,6.565555639771556e-06,49,0.1,100
0.24391891891891893,0.000548867858,-448.0167347410427,6.565555639771556e-06,49,0.1,100
0.24594594594594596,0.000552228012,-449.3860153563025,6.565555639771556e-06,49,0.1,100
0.247972972972973,0.000561247987,-453.0412377465914,6.565555639771556e-06,49,0.1,100
0.25,0.000561449269,-453.1224682134665,6.565555639771556e-06,49,0.1,100
