V	uW
0.0	0.125294804
0.02442002442	0.00504285547
0.04884004884	0.00353741059
0.0732600732601	0.00504433872
0.0976800976801	0.00546900925
0.1221001221	0.0060064167
0.14652014652	0.00590046012
0.17094017094	0.00546222756
0.19536019536	0.0061335621
0.21978021978	0.00618696427
0.2442002442	0.00658366162
0.26862026862	0.00451286608
0.29304029304	0.002648048
0.31746031746	0.00186567162
0.34188034188	0.00206402073
0.3663003663	0.00160629288
0.39072039072	0.00163596026
0.41514041514	0.00171140024
0.43956043956	0.00179277426
0.46398046398	0.00191313987
0.4884004884	0.0019419597
0.512820512821	0.00184363302
0.537240537241	0.00198264671
0.561660561661	0.00229118946
0.586080586081	0.00234459097
0.610500610501	0.00225897878
0.634920634921	0.00233102826
0.659340659341	0.00223185426
0.683760683761	0.00225474062
0.708180708181	0.00210216466
0.732600732601	0.00263702837
0.757020757021	0.00263278999
0.781440781441	0.00282351031
0.805860805861	0.00275739387
0.830280830281	0.00299473424
0.854700854701	0.00366691655
0.879120879121	0.0039958028
0.903540903541	0.00368556519
0.927960927961	0.00373133702
0.952380952381	0.00353129326
0.976800976801	0.00409582457
1.00122100122	0.00432468905
1.02564102564	0.00407124379
1.05006105006	0.00435435688
1.07448107448	0.0048400568
1.0989010989	0.00494940355
1.12332112332	0.00453575222
1.14774114774	0.00491888796
1.17216117216	0.00578094284
1.19658119658	0.0056537961
1.221001221	0.00491719332
1.24542124542	0.00479513185
1.26984126984	0.0048069988
1.29426129426	0.00485107643
1.31868131868	0.00526896571
1.3431013431	0.00555123103
1.36752136752	0.00593351857
1.39194139194	0.00589283156
1.41636141636	0.00595725291
1.44078144078	0.00647685949
1.4652014652	0.00650737375
1.48962148962	0.00631919672
1.51404151404	0.0063632748
1.53846153846	0.00623273699
1.56288156288	0.00640480868
1.5873015873	0.00585638293
1.61172161172	0.00586231641
1.63614163614	0.00656501431
1.66056166056	0.0070227415
1.68498168498	0.00755421503
1.7094017094	0.00887060647
1.73382173382	0.0114805063
1.75824175824	0.0185998719
1.78266178266	0.0320418216
1.80708180708	0.0576186601
1.8315018315	0.106511649
1.85592185592	0.194216668
1.88034188034	0.349748404
1.90476190476	0.748735431
1.92918192918	1.33523474
1.9536019536	2.290064
1.97802197802	3.85496696
2.00244200244	6.33913305
2.02686202686	10.2126378
2.05128205128	16.071619
2.0757020757	24.2680944
2.10012210012	35.2354255
2.12454212454	49.2730724
2.14896214896	66.2523234
2.17338217338	86.1117951
2.1978021978	108.797627
2.22222222222	135.078866
2.24664224664	164.339261
2.27106227106	197.390822
2.29548229548	233.682396
2.3199023199	273.422775
2.34432234432	315.593148
2.36874236874	362.97433
2.39316239316	412.576657
2.41758241758	465.510966
2.442002442	527.1298
2.46642246642	588.222523
2.49084249084	655.060518
2.51526251526	731.952663
2.53968253968	805.888558
2.5641025641	881.861954
2.58852258852	953.267794
2.61294261294	1030.56896
2.63736263736	1102.77627
2.66178266178	1172.60462
2.6862026862	1234.0917
2.71062271062	1301.351
2.73504273504	1359.74283
2.75946275946	1416.04326
2.78388278388	1475.18783
2.8083028083	1541.35958
2.83272283272	1609.12087
2.85714285714	1668.01468
2.88156288156	1728.49779
2.90598290598	1790.40316
2.9304029304	1836.41387
2.95482295482	1881.16974
2.97924297924	1918.89855
3.00366300366	1957.88243
V	uW
1.0	0.133640583
1.02442002442	0.00924830612
1.04884004884	0.00643478337
1.07326007326	0.00770679165
