V	%
0.004	0.0
0.008	0.000330180355148
0.012	0.00139408998626
0.016	0.00422922605458
0.02	0.0105275715066
0.024	0.0219781766745
0.028	0.0403478610763
0.032	0.0690719595231
0.036	0.110689173365
0.04	0.167625216817
0.044	0.243101170799
0.048	0.34652990923
0.052	0.474858629155
0.056	0.629698492922
0.06	0.830076750703
0.064	1.05737502034
0.068	1.35396580097
0.072	1.67471955755
0.076	2.06808334164
0.08	2.52798225733
0.084	3.04323624407
0.088	3.67572550874
0.092	4.31840501782
0.096	5.02232141596
0.1	5.87523558664
0.104	6.73300184861
0.108	7.81797808643
0.112	8.92265941251
0.116	10.1680034187
0.12	11.5133860395
0.124	12.9034847505
0.128	14.42939167
0.132	16.1100589304
0.136	17.8058843474
0.14	19.7542370165
0.144	21.6969788534
0.148	24.0539728093
0.152	26.0822034649
0.156	28.4751232102
0.16	31.0696439335
0.164	33.3200827261
0.168	36.1602140528
0.172	38.8590069071
0.176	41.8374239053
0.18	44.6745078546
0.184	47.6514035746
0.188	51.0142589519
0.192	54.56252558
0.196	57.6518681398
0.2	60.6637086673
0.204	64.7210358627
0.208	68.3711058062
0.212	71.4680448144
0.216	75.3278212657
0.22	79.210391883
0.224	82.2617425593
0.228	85.6534865561
0.232	88.4085085551
0.236	93.319844434
0.24	96.8620217308
0.244	100.0
V	%
0	0.0
0.004	3.22147913101e-05
0.008	0.000250400651503
0.012	0.00136182287522
0.016	0.00429339728885
0.02	0.0104787019606
0.024	0.0218447853597
0.028	0.0404270553477
0.032	0.0691878386522
0.036	0.111029440293
0.04	0.169231906914
0.044	0.246205565536
0.048	0.350246916848
0.052	0.479087340835
0.056	0.64151723156
0.06	0.842479918386
0.064	1.08250418161
0.068	1.36039621118
0.072	1.69258762758
0.076	2.09055237448
0.08	2.55212833175
0.084	3.07327993048
0.088	3.6797072898
0.092	4.35610268411
0.096	5.11039297723
0.1	5.95649219782
0.104	6.87489057976
0.108	7.95376497444
0.112	9.14305332093
0.116	10.3839193483
0.12	11.8037149711
0.124	13.3460225363
0.128	14.8827367692
0.132	16.5537615094
0.136	18.3348966565
0.14	20.3599961375
0.144	22.6056268323
0.148	24.8793870547
0.152	27.1520876661
0.156	29.6111290169
0.16	31.9540152499
0.164	34.9547668973
0.168	37.6265775994
0.172	40.0451489808
0.176	42.8367432689
0.18	45.8542734697
0.184	49.3054724221
0.188	52.4640358562
0.192	55.6180328877
0.196	58.8645371562
0.2	62.158041278
0.204	66.1035701602
0.208	70.0657955161
0.212	73.4517963519
0.216	77.2350886548
0.22	80.5725634945
0.224	84.3604005527
0.228	87.4370609783
0.232	90.2453439229
0.236	93.6055750101
0.24	96.9976353193
0.244	100.0
