V	MHz
0.0	64.7696752
0.004884004884	64.79539907
0.00976800976801	64.85317609
0.014652014652	64.87514403
0.019536019536	64.93068894
0.02442002442	64.98581545
0.029304029304	65.00712367
0.034188034188	65.06273386
0.039072039072	65.08392188
0.043956043956	65.13798863
0.04884004884	65.19332158
0.0537240537241	65.21487961
0.0586080586081	65.26906868
0.0634920634921	65.31842421
0.0683760683761	65.34349435
0.0732600732601	65.39825354
0.0781440781441	65.41763055
0.0830280830281	65.47174346
0.0879120879121	65.52492716
0.0927960927961	65.54710578
0.0976800976801	65.60092957
0.102564102564	65.62122602
0.107448107448	65.67525273
0.112332112332	65.72767899
0.117216117216	65.74827692
0.1221001221	65.79986972
0.126984126984	65.84843579
0.131868131868	65.87339724
0.136752136752	65.92588415
0.141636141636	65.9455518
0.14652014652	65.99747527
0.151404151404	66.04662624
0.156288156288	66.06946153
0.161172161172	66.11947425
0.166056166056	66.13966646
0.17094017094	66.1923652
0.175824175824	66.24354965
0.180708180708	66.26387226
0.185592185592	66.31613493
0.190476190476	66.33617364
0.19536019536	66.38690246
0.200244200244	66.43769105
0.205128205128	66.45736932
0.210012210012	66.50976943
0.214896214896	66.55573071
0.21978021978	66.57922242
0.224664224664	66.63002551
0.229548229548	66.64941665
0.234432234432	66.69899453
0.239316239316	66.74796202
0.2442002442	66.77003301
0.249084249084	66.8215868
0.253968253968	66.84013028
0.258852258852	66.89079175
0.263736263736	66.94003339
0.26862026862	66.95885554
0.273504273504	67.00875605
0.278388278388	67.05234622
0.283272283272	67.07704863
0.288156288156	67.12662917
0.29304029304	67.14562511
0.297924297924	67.19416637
0.302808302808	67.24024117
0.307692307692	67.26170296
0.312576312576	67.31040156
0.31746031746	67.32806516
0.322344322344	67.37760685
0.327228327228	67.42543413
0.332112332112	67.44501151
0.336996336996	67.49397524
0.34188034188	67.5130657
0.346764346764	67.56157729
0.351648351648	67.61027291
0.356532356532	67.62823418
0.361416361416	67.67715955
0.3663003663	67.72129406
0.371184371184	67.7441253
0.376068376068	67.79152751
0.380952380952	67.81002623
0.385836385836	67.85781699
0.39072039072	67.90279906
0.395604395604	67.92377686
0.400488400488	67.97272007
0.405372405372	67.99071842
0.410256410256	68.03882354
0.41514041514	68.08538014
0.420024420024	68.10420107
0.424908424908	68.15157787
0.429792429792	68.16938167
0.434676434676	68.21580203
0.43956043956	68.26345992
0.444444444444	68.28182259
0.449328449328	68.32841996
0.454212454212	68.37101758
0.459096459096	68.39343821
0.46398046398	68.43936667
0.468864468864	68.457353
0.473748473748	68.50230598
0.478632478632	68.54737349
0.483516483516	68.567492
0.4884004884	68.61462529
0.493284493284	68.63222226
0.498168498168	68.67915655
0.503052503053	68.72522699
0.507936507937	68.74367596
0.512820512821	68.7893107
0.517704517705	68.80724642
0.522588522589	68.85399308
0.527472527473	68.90080131
0.532356532357	68.91797808
0.537240537241	68.96456661
0.542124542125	69.00717634
0.547008547009	69.02826473
0.551892551893	69.07513244
0.556776556777	69.09321765
0.561660561661	69.13985909
0.566544566545	69.18485249
0.571428571429	69.20363158
0.576312576313	69.25057647
0.581196581197	69.26736453
0.586080586081	69.31336931
0.590964590965	69.35861796
0.595848595849	69.37659709
0.600732600733	69.42340003
0.605616605617	69.46397475
0.610500610501	69.48620093
0.615384615385	69.53143022
0.620268620269	69.54888333
0.625152625153	69.59391324
0.630036630037	69.63427582
0.634920634921	69.65508195
0.639804639805	69.70249925
0.644688644689	69.71941962
0.649572649573	69.7654856
0.654456654457	69.81058424
0.659340659341	69.82941385
0.664224664225	69.87510501
0.669108669109	69.89243573
0.673992673993	69.93841512
0.678876678877	69.98484818
0.683760683761	70.00209069
0.688644688645	70.04839456
0.693528693529	70.08980987
0.698412698413	70.11130299
0.703296703297	70.15757986
0.708180708181	70.17474151
0.713064713065	70.22209791
0.717948717949	70.26583133
0.722832722833	70.28630578
0.727716727717	70.33284534
0.732600732601	70.34975548
0.737484737485	70.3956369
0.742368742369	70.4405573
0.747252747253	70.45853224
0.752136752137	70.5049289
0.757020757021	70.52226248
0.761904761905	70.56872648
0.766788766789	70.61441945
0.771672771673	70.63174541
0.776556776557	70.67842799
0.781440781441	70.71935291
0.786324786325	70.74048638
0.791208791209	70.78641205
0.796092796093	70.80433283
0.800976800977	70.85066748
0.805860805861	70.89434706
0.810744810745	70.91431021
0.815628815629	70.96136318
0.820512820513	70.97818954
0.825396825397	71.0247308
0.830280830281	71.07060886
0.835164835165	71.0890727
0.840048840049	71.13526041
0.844932844933	71.15300883
0.849816849817	71.19935239
0.854700854701	71.24619567
0.859584859585	71.26411278
0.864468864469	71.31217244
0.869352869353	71.35557856
0.874236874237	71.37730269
0.879120879121	71.42544456
0.884004884005	71.44249185
0.888888888889	71.49012936
0.893772893773	71.53577046
0.898656898657	71.55608259
0.903540903541	71.60308454
0.908424908425	71.62159153
0.913308913309	71.67001942
0.918192918193	71.7179628
0.923076923077	71.73670004
0.927960927961	71.78484814
0.932844932845	71.80347829
0.937728937729	71.85128658
0.942612942613	71.89910756
0.947496947497	71.91787096
0.952380952381	71.96843891
0.957264957265	72.01378228
0.962148962149	72.03623877
0.967032967033	72.08569929
0.971916971917	72.1046591
0.976800976801	72.15388484
0.981684981685	72.20145069
0.986568986569	72.22212627
0.991452991453	72.27252333
0.996336996337	72.29118612
1.00122100122	72.34111978
1.00610500611	72.39124199
1.01098901099	72.41011083
1.01587301587	72.46058286
1.02075702076	72.50585948
1.02564102564	72.53072587
1.03052503053	72.58126517
1.03540903541	72.60070384
1.04029304029	72.65132546
