V	%
0.0976800976801	0.0
0.1221001221	0.0498077038406
0.14652014652	0.0871643908947
0.17094017094	0.135934190747
0.19536019536	0.156687221954
0.21978021978	0.0923528824747
0.2442002442	0.146311825334
0.26862026862	0.261491675453
0.29304029304	0.39535099859
0.31746031746	0.513645859588
0.34188034188	0.628826467517
0.3663003663	0.806267274916
0.39072039072	1.03870558322
0.41514041514	1.37075875021
0.43956043956	1.76610964505
0.46398046398	2.09193649922
0.4884004884	2.51737989319
0.512820512821	3.07356999892
0.537240537241	3.72003774653
0.561660561661	4.40489765546
0.586080586081	5.10739762174
0.610500610501	5.93026902926
0.634920634921	6.86520563587
0.659340659341	7.90910026753
0.683760683761	9.21240994319
0.708180708181	10.4794017525
0.732600732601	11.6426256215
0.757020757021	13.0590434751
0.781440781441	14.7172328217
0.805860805861	16.3723121312
0.830280830281	18.113520427
0.854700854701	19.8941544855
0.879120879121	21.8169527039
0.903540903541	23.6090045915
0.927960927961	25.6884891887
0.952380952381	27.6922233668
0.976800976801	29.8038771484
1.00122100122	32.1147636157
1.02564102564	34.6466703651
1.05006105006	37.0862247706
1.07448107448	39.3649404774
1.0989010989	42.5018136822
1.12332112332	45.3024757132
1.14774114774	48.0989867377
1.17216117216	50.9141826764
1.19658119658	53.4346789516
1.221001221	56.4075959344
1.24542124542	59.3182558303
1.26984126984	62.0441992181
1.29426129426	63.7750273707
1.31868131868	66.9668950425
1.3431013431	69.6710508336
1.36752136752	71.8958142247
1.39194139194	74.3229131152
1.41636141636	76.9814153203
1.44078144078	78.8896855412
1.4652014652	81.2534939929
1.48962148962	83.9867059105
1.51404151404	86.1481789943
1.53846153846	89.2559783422
1.56288156288	90.3579887598
1.5873015873	92.648120851
1.61172161172	94.5667713463
1.63614163614	96.7313381816
1.66056166056	97.5459056454
1.68498168498	98.852329955
1.7094017094	100.0
